,ICAO,lat,long
7364,SELT,-0.907,-78.616
7367,SEMA,-4.38,-79.941
7368,SEMC,-2.299,-78.121
7373,SEMH,-3.269,-79.962
7377,SEMO,-2.067,-76.975
7381,SEMT,-0.946,-80.678
7382,SEMX,-2.851,-79.804
7383,SEMY,-1.74,-79.622
7395,SEPD,0.073,-80.052
7407,SEPV,-1.041,-80.472
7410,SEQU,-0.141,-78.488
7412,SERB,-1.654,-78.656
7414,SERO,-3.435,-79.978
7418,SESA,-2.205,-80.989
7420,SESD,-0.248,-79.214
7428,SEST,-0.91,-89.616
7433,SETA,-2.261,-79.689
7435,SETE,-0.987,-77.819
7441,SETR,-0.123,-76.337
7443,SETU,0.809,-77.708
7450,SFAL,-51.686,-57.777
7451,SGAS,-25.24,-57.519
7452,SGAY,-27.371,-56.854
7453,SGCO,-23.442,-57.427
7455,SGFI,-22.36,-60.054
7457,SGIB,-25.407,-54.619
7459,SGME,-22.045,-60.622
7462,SGPI,-26.881,-58.318
7465,SKAR,4.454,-75.765
7466,SKAS,0.505,-76.501
7467,SKBC,9.045,-73.975
7468,SKBG,7.126,-73.185
7469,SKBO,4.701,-74.147
7470,SKBQ,10.889,-74.781
7471,SKBS,6.203,-77.394
7472,SKBU,3.819,-76.99
7473,SKCC,7.928,-72.511
7474,SKCD,5.072,-76.676
7475,SKCG,10.442,-75.513
7476,SKCL,3.543,-76.381
7477,SKCO,1.814,-78.749
7478,SKCZ,9.332,-75.286
7479,SKEJ,7.024,-73.807
7480,SKFL,1.59,-75.564
7482,SKGI,4.276,-74.797
7483,SKGO,4.758,-75.956
7484,SKGP,2.57,-77.898
7485,SKGY,4.812,-74.065
7486,SKIB,4.421,-75.133
7487,SKIP,0.862,-77.672
7488,SKLC,7.812,-76.716
7489,SKLM,11.232,-72.49
7490,SKLT,-4.193,-69.943
7491,SKMD,6.22,-75.591
7492,SKMG,9.283,-74.839
7493,SKMR,8.824,-75.826
7494,SKMU,1.254,-70.234
7495,SKMZ,5.03,-75.465
7496,SKNV,2.95,-75.294
7497,SKOC,8.315,-73.358
7498,SKOT,7.01,-74.715
7499,SKPB,12.221,-71.985
7500,SKPC,6.184,-67.493
7501,SKPE,4.813,-75.739
7502,SKPI,1.858,-76.086
7503,SKPP,2.454,-76.61
7504,SKPS,1.396,-77.291
7505,SKPV,13.357,-81.358
7506,SKQU,5.213,-74.884
7507,SKRG,6.164,-75.423
7508,SKRH,11.526,-72.926
7509,SKSA,6.958,-71.855
7510,SKSJ,2.579,-72.639
7511,SKSM,11.119,-74.231
7512,SKSP,12.583,-81.711
7513,SKSV,2.152,-74.766
7514,SKTD,5.43,-71.658
7515,SKTM,6.451,-71.76
7516,SKTU,8.074,-76.741
7517,SKUC,7.069,-70.737
7518,SKUI,5.691,-76.641
7519,SKUL,4.088,-76.235
7520,SKVP,10.435,-73.249
7521,SKVV,4.168,-73.614
7522,SKYP,5.319,-72.384
7526,SLAP,-14.739,-68.411
7528,SLAS,-15.719,-63.092
7535,SLBJ,-22.769,-64.315
7541,SLCA,-20.007,-63.527
7542,SLCB,-17.421,-66.177
7545,SLCH,-16.99,-65.141
7550,SLCN,-17.594,-69.434
7551,SLCO,-11.04,-68.783
7552,SLCP,-16.143,-62.026
7575,SLGY,-10.822,-65.346
7594,SLJO,-13.053,-64.662
7605,SLLP,-16.513,-68.192
7611,SLMG,-13.254,-64.063
7624,SLOR,-17.963,-67.076
7627,SLPO,-19.543,-65.724
7630,SLPS,-18.975,-57.821
7635,SLRA,-13.264,-64.605
7636,SLRB,-18.328,-59.766
7639,SLRI,-11.01,-66.073
7641,SLRQ,-14.428,-67.501
7646,SLRY,-14.306,-67.354
7647,SLSA,-13.762,-65.435
7648,SLSB,-14.857,-66.737
7654,SLSI,-16.384,-60.963
7657,SLSM,-14.966,-65.634
7663,SLSU,-19.007,-65.289
7669,SLTI,-16.339,-58.402
7670,SLTJ,-21.556,-64.701
7672,SLTR,-14.819,-64.918
7688,SLVR,-17.645,-63.135
7705,SMJP,5.453,-55.188
7712,SMZO,5.811,-55.191
7713,SOCA,4.82,-52.36
7715,SOOG,3.897,-51.804
7722,SPAC,-4.607,-77.941
7731,SPAS,-2.795,-76.466
7733,SPAY,-10.729,-73.766
7735,SPBB,-6.019,-76.988
7736,SPBC,-3.917,-70.508
7738,SPBR,-11.411,-69.489
7747,SPCL,-8.378,-74.574
7759,SPEO,-9.151,-78.524
7760,SPEP,-9.768,-70.706
7761,SPEQ,-17.179,-70.931
7766,SPGM,-9.29,-76.006
7772,SPHI,-6.787,-79.828
7774,SPHO,-13.155,-74.204
7778,SPHY,-13.706,-73.35
7779,SPHZ,-9.347,-77.598
7782,SPIM,-12.022,-77.114
7791,SPJI,-7.169,-76.728
7792,SPJJ,-11.783,-75.473
7793,SPJL,-15.467,-70.158
7794,SPJN,-15.357,-75.136
7795,SPJR,-7.136,-78.49
7801,SPLO,-17.695,-71.344
7802,SPLP,-12.161,-76.999
7807,SPME,-3.552,-80.381
7809,SPMS,-5.894,-76.118
7812,SPNC,-9.878,-76.204
7822,SPOL,-11.929,-77.061
7837,SPPY,-6.202,-77.856
7843,SPQT,-3.785,-73.309
7844,SPQU,-16.341,-71.583
7847,SPRM,-11.129,-75.35
7849,SPRU,-8.085,-79.109
7859,SPSO,-13.745,-76.22
7863,SPST,-6.509,-76.373
7868,SPTN,-18.053,-70.276
7869,SPTP,-4.55,-81.224
7873,SPTU,-12.614,-69.229
7876,SPUR,-5.206,-80.616
7880,SPYL,-4.576,-81.254
7882,SPZA,-14.854,-74.961
7885,SPZO,-13.536,-71.939
7887,SUAA,-34.789,-56.264
7888,SUAG,-30.401,-56.508
7889,SUCA,-34.456,-57.771
7890,SUDU,-33.359,-56.499
7891,SULS,-34.855,-55.094
7893,SUMO,-32.338,-54.217
7894,SUMU,-34.838,-56.03
7895,SUPE,-34.914,-54.921
7896,SUPU,-32.365,-58.061
7897,SURV,-30.974,-55.476
7898,SUSO,-31.44,-57.991
7899,SUTB,-31.749,-55.926
7902,SVAC,9.553,-69.238
7903,SVAN,9.429,-64.471
7904,SVAT,4.052,-67.701
7905,SVBC,10.107,-64.689
7906,SVBI,8.619,-70.221
7907,SVBL,10.183,-67.557
7908,SVBM,10.043,-69.358
7909,SVBS,10.25,-67.649
7911,SVCB,8.122,-63.537
7912,SVCD,7.626,-66.165
7915,SVCJ,9.649,-68.575
7916,SVCL,8.924,-67.417
7917,SVCN,6.232,-62.854
7918,SVCO,10.176,-70.065
7919,SVCP,10.66,-63.262
7920,SVCR,11.415,-69.681
7921,SVCS,10.286,-66.816
7922,SVCU,10.45,-64.13
7923,SVCZ,9.372,-66.923
7925,SVED,6.715,-61.639
7926,SVEZ,7.06,-69.497
7927,SVGD,7.211,-70.756
7928,SVGI,10.574,-62.313
7930,SVGU,9.027,-69.755
7931,SVHG,10.462,-66.093
7933,SVIE,10.794,-63.981
7934,SVJC,11.781,-70.152
7935,SVJM,9.907,-67.379
7938,SVLF,8.239,-72.271
7939,SVLO,11.809,-66.179
7940,SVMC,10.558,-71.728
7941,SVMD,8.582,-71.161
7942,SVMG,10.912,-63.966
7943,SVMI,10.603,-66.991
7945,SVMT,9.749,-63.152
7946,SVPA,5.62,-67.606
7947,SVPC,10.48,-68.073
7948,SVPM,7.801,-72.203
7949,SVPR,8.288,-62.76
7950,SVPT,7.576,-70.174
7952,SVSA,7.852,-72.435
7953,SVSB,7.803,-71.166
7956,SVSO,7.565,-72.035
7957,SVSP,10.279,-68.755
7958,SVSR,7.883,-67.444
7959,SVST,8.945,-64.151
7960,SVSZ,8.974,-71.943
7961,SVTC,9.089,-62.094
7962,SVTM,7.249,-61.529
7966,SVVA,10.158,-67.927
7967,SVVG,8.624,-71.673
7968,SVVL,9.341,-70.584
7969,SVVP,9.222,-65.993
7983,SYKM,5.865,-60.614
7988,SYLD,5.966,-58.27
7990,SYLT,3.373,-59.789
8002,TAPA,17.137,-61.792
8005,TBPB,13.074,-59.492
8006,TDCF,15.337,-61.392
8007,TDPD,15.547,-61.3
8012,TFFF,14.591,-61.003
8013,TFFG,18.1,-63.047
8014,TFFJ,17.9,-62.85
8015,TFFM,15.869,-61.27
8016,TFFR,16.265,-61.532
8019,TGPY,12.004,-61.786
8020,TIST,18.337,-64.973
8021,TISX,17.702,-64.798
8022,TJBQ,18.495,-67.129
8025,TJFA,18.309,-65.662
8027,TJIG,18.457,-66.098
8028,TJMZ,18.256,-67.148
8029,TJNR,18.245,-65.643
8030,TJPS,18.008,-66.563
8031,TJSJ,18.439,-66.002
8032,TKPK,17.311,-62.719
8033,TKPN,17.206,-62.59
8034,TLPC,14.02,-60.993
8035,TLPL,13.733,-60.953
8036,TNCA,12.501,-70.015
8037,TNCB,12.131,-68.268
8038,TNCC,12.189,-68.96
8039,TNCE,17.496,-62.979
8040,TNCM,18.041,-63.109
8042,TQPF,18.205,-63.055
8043,TRPM,33.587,-80.209
8044,TTCP,11.149,-60.832
8045,TTPP,10.595,-61.337
8047,TUPJ,18.445,-64.543
8049,TVSB,12.988,-61.262
8050,TVSC,12.699,-61.342
8051,TVSM,12.887,-61.18
8053,TVSV,13.144,-61.211
8054,UAAA,43.352,77.04
8055,UAAH,46.894,75.005
8057,UACC,51.022,71.467
8059,UAFM,43.062,74.478
8060,UAFO,40.609,72.793
8063,UAII,42.364,69.479
8064,UAKD,47.708,67.733
8066,UARR,51.152,51.546
8068,UASS,50.351,80.234
8070,UATE,43.86,51.092
8072,UATT,50.245,57.203
8074,UAUU,53.206,63.551
8075,UBBB,40.468,50.047
8077,UEEA,34.804,-96.671
8078,UEEE,62.093,129.771
8084,UERP,66.417,112.05
8090,UGEE,40.148,44.397
8091,UGGG,41.669,44.955
8094,UGSS,42.858,41.128
8096,UHBB,50.422,127.41
8099,UHHH,48.528,135.188
8101,UHMA,64.735,177.741
8102,UHMD,64.38,-173.247
8107,UHMM,59.91,150.717
8110,UHMP,67.5,171.0
8119,UHPP,53.166,158.453
8122,UHSH,53.515,142.888
8123,UHSS,46.889,142.717
8124,UHWW,43.399,132.151
8125,UIAA,52.026,113.305
8127,UIBB,56.371,101.699
8128,UIII,52.267,104.395
8134,UIUU,51.807,107.438
8135,UKBB,50.345,30.895
8136,UKCC,48.073,37.74
8137,UKDD,48.357,35.102
8138,UKFF,45.039,33.983
8140,UKHH,49.359,26.934
8143,UKKK,50.402,30.452
8145,UKLL,49.813,23.956
8146,UKLN,48.26,25.982
8147,UKOO,46.427,30.678
8152,ULLI,59.8,30.265
8153,ULMM,68.782,32.751
8160,UMGG,52.527,31.017
8161,UMII,55.167,30.133
8162,UMKK,54.89,20.592
8163,UMMM,53.864,27.539
8164,UMMS,53.882,28.031
8169,UNAA,53.74,91.385
8170,UNBB,53.364,83.542
8171,UNEE,55.27,86.107
8184,UNOO,54.967,73.31
8189,URKK,45.035,39.172
8191,URML,42.817,47.652
8192,URMM,44.225,43.082
8193,URMT,45.109,42.113
8195,URRR,47.258,39.818
8196,URSS,43.446,39.947
8197,URWA,46.283,48.006
8198,URWW,48.782,44.345
8199,USCC,55.303,61.507
8200,USCM,53.393,58.76
8201,USDD,66.59,66.61
8212,USNN,60.95,76.467
8213,USPP,57.917,56.026
8214,USRR,61.25,73.5
8216,USSS,56.741,60.804
8217,USTO,37.132,-92.084
8219,USUU,55.475,65.415
8220,UTAA,37.992,58.363
8221,UTAK,40.033,52.983
8222,UTAV,39.083,63.613
8223,UTDD,38.543,68.825
8227,UTNN,42.486,59.623
8228,UTSB,39.775,64.48
8230,UTSS,39.701,66.985
8231,UTST,37.286,67.308
8232,UTTT,41.257,69.282
8233,UUBP,53.214,34.176
8234,UUEE,55.972,37.415
8235,UUEM,56.825,35.758
8236,UUOO,51.814,39.23
8237,UUWW,55.591,37.261
8242,UUYY,61.648,50.846
8243,UWKD,55.608,49.277
8244,UWOO,51.796,55.457
8245,UWPP,28.954,-98.52
8246,UWUU,54.557,55.874
8247,UWWW,53.505,50.164
8248,VAAH,23.075,72.632
8249,VAAK,20.699,77.056
8250,VAAU,19.863,75.398
8251,VABB,19.089,72.868
8252,VABI,21.989,82.111
8253,VABJ,23.288,69.67
8254,VABM,15.859,74.618
8255,VABO,22.336,73.226
8256,VABP,23.285,77.337
8257,VABV,21.752,72.185
8258,VADN,20.435,72.844
8259,VADS,24.268,72.205
8262,VAGO,15.381,73.833
8263,VAID,22.722,75.801
8264,VAJB,23.178,80.052
8265,VAJJ,19.098,72.834
8266,VAJM,22.466,70.011
8268,VAKE,23.113,70.1
8269,VAKJ,24.819,79.919
8270,VAKP,16.664,74.288
8271,VAKS,21.317,70.27
8274,VANP,21.092,79.047
8275,VANR,19.962,73.807
8277,VAPO,18.582,73.919
8278,VAPR,21.649,69.656
8279,VARK,22.309,70.779
8280,VARP,21.18,81.739
8283,VASL,17.628,75.935
8284,VASU,21.115,72.743
8285,VAUD,24.617,73.913
8287,VCBI,7.181,79.884
8288,VCCA,8.301,80.428
8289,VCCB,7.706,81.678
8290,VCCC,6.822,79.886
8291,VCCG,7.337,81.626
8292,VCCJ,9.792,80.07
8293,VCCT,8.539,81.181
8294,VCCW,6.254,81.235
8295,VDBG,13.096,103.224
8297,VDKH,12.255,104.564
8299,VDPP,11.546,104.844
8301,VDSR,13.411,103.813
8302,VDST,13.531,106.014
8304,VEAN,28.175,94.802
8305,VEAT,23.889,91.241
8306,VEAZ,23.746,92.803
8309,VEBD,26.681,88.328
8310,VEBG,25.261,88.796
8311,VEBK,23.643,86.149
8313,VEBS,20.244,85.818
8314,VECC,22.655,88.447
8316,VECO,26.33,89.467
8318,VEDB,23.834,86.425
8319,VEDZ,27.989,94.223
8320,VEGK,26.739,83.449
8321,VEGT,26.106,91.585
8322,VEGY,24.748,84.943
8323,VEHK,21.579,84.006
8324,VEIM,24.76,93.897
8325,VEJH,21.913,84.05
8326,VEJP,18.88,82.552
8327,VEJS,22.812,86.168
8328,VEJT,26.731,94.176
8331,VEKM,24.135,91.811
8333,VEKR,24.308,92.007
8334,VEKU,24.913,92.979
8336,VELR,27.291,94.097
8338,VEMN,27.483,95.017
8339,VEMZ,26.12,85.313
8340,VENP,20.87,82.519
8341,VEPG,28.066,95.336
8342,VEPH,23.474,87.428
8345,VEPT,25.591,85.088
8346,VEPU,25.76,87.409
8348,VERC,23.315,85.321
8350,VERK,22.256,84.814
8357,VEUK,20.098,83.183
8359,VEZO,27.588,93.828
8360,VGCB,21.452,91.964
8362,VGEG,22.249,91.813
8363,VGIS,24.152,89.049
8364,VGJR,23.184,89.161
8366,VGRJ,24.437,88.616
8367,VGSD,25.759,88.909
8370,VGSY,24.963,91.867
8371,VGTJ,23.778,90.382
8372,VGZR,23.843,90.398
8374,VHHH,22.309,113.914
8376,VHSK,22.436,114.08
8377,VIAG,27.156,77.961
8379,VIAL,25.439,81.734
8380,VIAR,31.707,74.799
8382,VIBK,28.072,73.207
8383,VIBL,26.988,80.893
8384,VIBN,25.452,82.859
8385,VIBR,31.882,77.184
8386,VIBT,30.27,74.756
8387,VIBW,28.837,76.178
8388,VIBY,28.422,79.45
8389,VICG,30.673,76.788
8390,VICX,26.404,80.41
8391,VIDD,28.584,77.205
8392,VIDN,30.187,78.18
8393,VIDP,28.566,77.103
8398,VIGN,24.654,77.347
8399,VIGR,26.294,78.228
8400,VIHR,29.181,75.753
8401,VIJN,25.49,78.559
8402,VIJO,26.251,73.048
8403,VIJP,26.824,75.81
8404,VIJR,26.889,70.864
8405,VIJU,32.69,74.838
8406,VIKA,26.441,80.363
8408,VIKO,25.161,75.845
8409,VILD,30.854,75.951
8410,VILH,34.136,77.546
8411,VILK,26.761,80.886
8416,VIPK,32.234,75.634
8417,VIPL,30.315,76.363
8418,VIPT,29.033,79.474
8420,VIRB,26.25,81.381
8423,VISM,31.082,77.058
8424,VISP,29.994,77.424
8425,VISR,33.987,74.774
8428,VLHS,20.257,100.437
8431,VLLB,19.897,102.161
8435,VLPS,15.132,105.781
8436,VLPV,19.455,103.218
8438,VLSK,16.556,104.759
8442,VLVT,17.988,102.563
8444,VMMC,22.149,113.591
8451,VNBW,27.506,83.416
8452,VNCG,26.571,88.079
8462,VNJP,26.709,85.922
8464,VNKT,27.696,85.359
8471,VNNG,28.104,81.667
8472,VNPK,28.2,83.981
8480,VNSI,27.159,84.98
8487,VNVT,26.483,87.264
8488,VOAT,10.823,72.176
8489,VOBG,12.95,77.668
8491,VOBR,17.908,77.486
8492,VOBZ,16.53,80.797
8493,VOCB,11.031,77.044
8495,VOCL,11.136,75.955
8496,VOCP,14.51,78.773
8497,VOCX,9.153,92.819
8498,VODG,17.629,78.403
8501,VOHY,17.452,78.461
8505,VOMD,9.834,78.093
8507,VOML,12.96,74.893
8508,VOMM,12.994,80.18
8510,VONS,16.541,79.318
8512,VOPB,11.646,92.733
8517,VORY,17.109,81.818
8518,VOSM,11.782,78.065
8519,VOTJ,10.72,79.104
8521,VOTP,13.632,79.543
8522,VOTR,10.765,78.709
8523,VOTV,8.482,76.918
8524,VOTX,12.907,80.121
8528,VOWA,17.918,79.599
8529,VQPR,27.403,89.426
8534,VRMM,4.192,73.529
8536,VTBD,13.912,100.607
8541,VTBK,14.102,99.917
8542,VTBL,14.874,100.663
8548,VTBU,12.68,101.005
8549,VTBW,13.769,102.315
8551,VTCB,19.497,100.286
8557,VTCL,18.272,99.504
8558,VTCP,18.132,100.164
8562,VTPH,12.634,99.951
8563,VTPI,15.277,100.296
8565,VTPL,16.821,101.254
8566,VTPM,16.7,98.545
8567,VTPN,15.673,100.137
8568,VTPP,16.783,100.279
8570,VTPU,17.674,100.235
8571,VTPY,17.234,99.058
8573,VTSC,6.52,101.743
8575,VTSG,8.099,98.986
8576,VTSH,7.186,100.608
8577,VTSK,6.785,101.153
8578,VTSM,9.548,100.062
8579,VTSN,8.471,99.956
8581,VTSP,8.113,98.317
8582,VTSR,9.778,98.585
8583,VTSS,6.933,100.393
8584,VTST,7.509,99.616
8585,VTSY,6.527,101.242
8589,VTUD,17.386,102.788
8593,VTUI,17.195,104.119
8594,VTUJ,14.869,103.489
8595,VTUL,17.439,101.722
8597,VTUN,14.934,102.079
8598,VTUP,17.412,104.777
8601,VTUW,17.384,104.643
8612,VVDN,16.044,108.199
8616,VVNB,21.222,105.806
8618,VVNT,12.218,109.2
8626,VVTS,10.82,106.662
8631,VYBG,21.182,94.929
8632,VYBM,24.269,97.246
8635,VYCI,14.141,93.368
8636,VYDW,14.098,98.202
8640,VYHH,20.743,96.792
8644,VYKG,21.301,99.637
8647,VYKL,23.189,94.051
8648,VYKP,19.427,93.534
8649,VYKT,10.049,98.538
8651,VYLK,19.692,97.215
8654,VYLS,22.977,97.752
8655,VYLY,20.94,94.822
8657,VYMD,21.702,95.978
8658,VYME,12.443,98.621
8662,VYMK,25.383,97.353
8664,VYMM,16.445,97.661
8666,VYMO,23.092,96.645
8668,VYMS,20.517,99.257
8674,VYNP,25.354,97.295
8675,VYNS,20.89,97.736
8677,VYPA,16.894,97.675
8683,VYPN,16.813,94.775
8685,VYPT,27.33,97.426
8688,VYPY,18.824,95.266
8693,VYST,20.942,95.914
8694,VYSW,20.133,92.872
8695,VYTD,18.461,94.299
8696,VYTL,20.484,99.935
8698,VYTO,19.031,96.401
8701,VYYY,16.907,96.133
8702,WAAA,-5.062,119.554
8707,WAAL,-4.317,122.467
8708,WAAM,-2.558,120.324
8711,WAAS,-2.529,121.357
8712,WAAT,-3.045,119.822
8713,WAAU,-4.082,122.417
8714,WABB,-1.19,136.108
8718,WABI,-3.368,135.496
8722,WABP,-4.528,136.887
8730,WAJJ,-2.577,140.516
8738,WAJW,-4.096,138.952
8744,WAKK,-8.52,140.418
8752,WAMG,0.637,122.852
8753,WAMH,3.683,125.528
8756,WAML,-0.918,119.909
8757,WAMM,1.549,124.926
8759,WAMP,-1.417,120.657
8762,WAMT,0.832,127.381
8764,WAMW,-1.039,122.772
8772,WAPL,-5.661,132.731
8774,WAPP,-3.709,128.09
8783,WASK,-3.644,133.695
8786,WASR,-0.88,134.05
8787,WASS,-0.926,131.12
8791,WBGB,3.172,113.044
8796,WBGG,1.485,110.346
8801,WBGM,4.178,114.331
8805,WBGR,4.325,113.988
8806,WBGS,2.264,111.983
8812,WBKD,5.032,118.324
8814,WBKK,5.937,116.051
8815,WBKL,5.301,115.25
8819,WBKW,4.313,118.122
8820,WBSB,4.946,114.928
8821,WIAA,5.874,95.339
8826,WIAM,-7.346,108.246
8828,WIAR,-7.616,111.434
8829,WIAS,-7.926,112.714
8830,WIBB,0.461,101.444
8831,WIBD,1.609,101.433
8836,WIIA,-6.293,106.57
8837,WIIB,-6.901,107.576
8838,WIIC,-6.756,108.539
8841,WIIH,-6.266,106.891
8842,WIII,-6.126,106.656
8843,WIIJ,-7.788,110.432
8845,WIIL,-7.645,109.034
8846,WIIP,-6.337,106.764
8848,WIIS,-6.973,110.375
8849,WIIT,-5.242,105.179
8850,WIKB,1.121,104.119
8851,WIKD,-2.746,107.755
8852,WIKK,-2.163,106.139
8853,WIKN,0.922,104.532
8854,WIKS,-0.479,104.579
8856,WIMB,1.166,97.703
8857,WIME,1.399,99.432
8858,WIMG,-0.876,100.352
8861,WIMM,3.558,98.672
8864,WIMS,1.555,98.89
8867,WIOG,-0.349,111.748
8870,WIOK,-1.816,109.963
8871,WION,3.909,108.388
8872,WIOO,-0.151,109.404
8873,WIOP,0.836,112.936
8874,WIOS,0.064,111.475
8875,WIPA,-1.638,103.644
8882,WIPL,-3.864,102.341
8883,WIPP,-2.898,104.701
8884,WIPQ,-3.286,103.879
8885,WIPR,-0.353,102.335
8886,WIPU,-2.542,101.088
8892,WITL,5.069,97.259
8893,WITM,5.227,96.95
8895,WITT,5.523,95.42
8908,WMAP,2.041,103.307
8920,WMBT,2.818,104.16
8921,WMKA,6.194,100.403
8922,WMKB,5.466,100.391
8923,WMKC,6.166,102.294
8924,WMKD,3.775,103.209
8925,WMKE,4.537,103.426
8926,WMKF,3.112,101.703
8927,WMKI,4.568,101.092
8928,WMKJ,1.641,103.669
8929,WMKK,2.746,101.71
8930,WMKL,6.33,99.729
8931,WMKM,2.263,102.251
8932,WMKN,5.382,103.103
8933,WMKP,5.297,100.277
8937,WPDB,-9.303,125.287
8939,WPEC,-8.485,126.399
8947,WRBB,-3.442,114.761
8948,WRBC,-3.413,115.996
8949,WRBI,-2.705,111.673
8952,WRBP,-2.225,113.943
8953,WRBS,-2.501,112.977
8959,WRKC,-8.641,122.237
8960,WRKE,-8.849,121.662
8961,WRKG,-8.596,120.478
8964,WRKK,-10.171,123.671
8968,WRKO,-8.486,119.889
8978,WRLK,2.154,117.432
8979,WRLL,-1.268,116.894
8983,WRLR,3.326,117.566
8984,WRLS,-0.484,117.157
8985,WRLT,-0.093,117.439
8988,WRRA,-8.561,116.094
8989,WRRB,-8.539,118.687
8990,WRRR,-8.748,115.167
8991,WRRS,-8.489,117.412
8992,WRRT,-9.409,119.246
8993,WRRW,-9.67,120.304
8995,WRSJ,-7.38,112.787
8997,WRSQ,-7.516,110.757
9000,WSAG,1.424,103.811
9001,WSAP,1.36,103.909
9002,WSAT,1.387,103.709
9003,WSSL,1.417,103.867
9004,WSSS,1.356,103.987
9005,YBAF,-27.57,153.008
9006,YBAM,-10.951,142.459
9007,YBAS,-23.807,133.902
9008,YBBN,-27.384,153.118
9009,YBCG,-28.164,153.505
9010,YBCS,-16.886,145.755
9011,YBCV,-26.413,146.262
9013,YBMA,-20.664,139.489
9014,YBMC,-26.603,153.091
9015,YBMK,-21.172,149.18
9017,YBOK,-27.411,151.735
9018,YBPN,-20.495,148.552
9019,YBRK,-23.382,150.475
9020,YBTL,-19.253,146.765
9021,YBWP,-12.679,141.925
9031,YMAV,-38.039,144.469
9032,YMAY,-36.068,146.958
9033,YMEN,-37.728,144.902
9034,YMES,-38.099,147.149
9035,YMHB,-42.836,147.51
9036,YMLT,-41.545,147.214
9038,YMMB,-37.976,145.102
9039,YMML,-37.673,144.843
9041,YMPC,-37.932,144.753
9043,YPAD,-34.945,138.531
9044,YPAG,-32.507,137.717
9049,YPED,-34.703,138.621
9051,YPJT,-32.097,115.881
9052,YPKA,-20.712,116.773
9053,YPKG,-30.789,121.462
9054,YPKU,-15.778,128.707
9055,YPLM,-22.236,114.089
9058,YPPD,-20.378,118.626
9060,YPPF,-34.793,138.633
9061,YPPH,-31.94,115.967
9062,YPWR,-31.144,136.817
9063,YPXM,-10.451,105.69
9064,YSBK,-33.924,150.988
9065,YSCB,-35.308,149.194
9066,YSCH,-30.321,153.116
9067,YSCN,-34.04,150.687
9068,YSDU,-32.217,148.575
9070,YSNF,-29.041,167.939
9072,YSRI,-33.601,150.781
9073,YSSY,-33.946,151.177
9074,YSTW,-31.084,150.847
9075,YSWG,-35.165,147.466
9077,ZBAA,40.08,116.584
9086,ZBHH,40.853,111.822
9088,ZBLA,49.205,119.825
9096,ZBSJ,38.281,114.696
9098,ZBTJ,39.124,117.346
9107,ZBYN,37.747,112.629
9118,ZGGG,23.184,113.266
9120,ZGHA,28.189,113.219
9127,ZGKL,25.218,110.039
9133,ZGNN,22.608,108.172
9135,ZGOW,23.4,116.683
9140,ZGSZ,22.639,113.812
9149,ZHCC,34.519,113.841
9151,ZHHH,30.784,114.208
9159,ZHYC,30.552,111.469
9162,ZKPY,39.033,125.783
9175,ZLLL,36.517,103.622
9183,ZLXY,34.446,108.752
9186,ZMUB,47.843,106.766
9189,ZPJH,21.975,100.76
9193,ZPPP,24.992,102.743
9199,ZSAM,24.544,118.127
9204,ZSCN,28.6,115.917
9208,ZSFZ,25.933,119.662
9210,ZSHC,30.228,120.432
9220,ZSNB,29.825,121.465
9222,ZSNJ,31.74,118.86
9223,ZSOF,31.78,117.298
9225,ZSQD,36.263,120.375
9229,ZSSS,31.198,121.336
9235,ZSYT,37.402,121.372
9237,ZUCK,29.719,106.641
9251,ZUUU,30.578,103.947
9254,ZUXC,27.989,102.184
9275,ZWSH,39.543,76.022
9276,ZWTN,37.038,79.866
9278,ZWWW,43.907,87.474
9286,ZYHB,45.623,126.25
9289,ZYJM,46.843,130.465
9290,ZYMD,44.524,129.569
9296,ZYTL,38.966,121.538
9299,ZYYJ,42.882,129.448
