,ICAO,lat,long
3805,KTCS,33.237,-107.272
3806,KTEB,40.85,-74.061
3807,KTIK,35.415,-97.386
3808,KTLH,30.396,-84.35
3809,KTMB,25.648,-80.433
3810,KTNT,25.862,-80.897
3811,KTNX,37.794,-116.779
3812,KTPA,27.975,-82.533
3813,KTTN,40.277,-74.813
3814,KTUL,36.198,-95.888
3815,KTUS,32.116,-110.941
3816,KTXK,33.454,-93.991
3817,KTYR,32.354,-95.402
3818,KTYS,35.812,-83.993
3819,KUGN,42.422,-87.868
3820,KVAD,30.968,-83.193
3821,KVBG,34.729,-120.577
3822,KVCV,34.593,-117.379
3823,KVPS,30.483,-86.525
3824,KVRB,27.656,-80.418
3825,KWAL,37.94,-75.466
3826,KWRB,32.64,-83.592
3827,KWRI,40.016,-74.594
3828,KWSD,32.341,-106.403
3829,KWWD,39.008,-74.908
3830,KYIP,42.238,-83.53
3831,KYNG,41.261,-80.679
3832,KYUM,32.656,-114.606
3833,KZUN,35.083,-108.792
3834,LATI,41.415,19.721
3835,LBBG,42.569,27.514
3836,LBGO,43.151,25.713
3837,LBPD,42.068,24.851
3839,LBSF,42.695,23.406
3840,LBSZ,42.377,25.655
3841,LBWN,43.232,27.825
3843,LCLK,34.875,33.625
3845,LCPH,34.718,32.486
3846,LCRA,34.59,32.988
3851,LDDU,42.561,18.268
3854,LDOC,45.542,18.636
3856,LDOS,45.463,18.811
3857,LDPL,44.893,13.922
3860,LDRG,45.379,14.504
3861,LDRI,45.217,14.57
3864,LDSP,43.539,16.298
3867,LDVA,46.295,16.381
3869,LDZA,45.743,16.069
3870,LDZD,44.108,15.347
3873,LDZU,44.557,15.774
3874,LEAB,38.948,-1.863
3875,LEAL,38.282,-0.558
3876,LEAM,36.844,-2.37
3878,LEAS,43.563,-6.034
3879,LEBA,37.842,-4.849
3880,LEBB,43.301,-2.911
3881,LEBG,42.358,-3.621
3882,LEBL,41.297,2.078
3884,LEBZ,38.891,-6.821
3889,LECO,43.302,-8.377
3899,LEGA,37.133,-3.636
3900,LEGE,41.901,2.76
3901,LEGR,37.189,-3.777
3902,LEGT,40.294,-3.724
3904,LEIB,38.873,1.373
3906,LEJR,36.744,-6.06
3907,LELC,37.775,-0.812
3909,LELN,42.589,-5.656
3911,LEMD,40.472,-3.561
3912,LEMG,36.674,-4.499
3913,LEMH,39.863,4.219
3915,LEMM,40.417,-3.5
3916,LEMO,37.175,-5.616
3917,LEOC,39.938,-3.503
3918,LEPA,39.55,2.733
3921,LEPP,42.77,-1.646
3922,LERI,37.951,-1.23
3923,LERS,41.147,1.167
3924,LERT,36.645,-6.349
3925,LESA,40.952,-5.502
3926,LESB,39.599,2.703
3928,LESJ,39.552,2.739
3929,LESL,39.862,4.258
3931,LESO,43.356,-1.791
3932,LEST,42.896,-8.415
3933,LESU,42.339,1.409
3934,LETO,40.487,-3.458
3935,LEVC,39.489,-0.481
3936,LEVD,41.706,-4.852
3937,LEVS,40.371,-3.785
3938,LEVT,42.883,-2.724
3939,LEVX,42.232,-8.627
3940,LEXJ,43.427,-3.82
3941,LEZG,41.666,-1.041
3942,LEZL,37.418,-5.893
3945,LFAC,50.962,1.955
3949,LFAG,49.869,3.028
3951,LFAI,48.594,3.005
3957,LFAO,48.546,-0.387
3959,LFAQ,49.971,2.7
3962,LFAT,50.515,1.627
3964,LFAV,50.326,3.461
3967,LFAY,49.871,2.386
3969,LFBA,44.175,0.591
3970,LFBC,44.533,-1.125
3971,LFBD,44.828,-0.716
3972,LFBE,44.825,0.519
3973,LFBF,43.546,1.367
3974,LFBG,45.658,-0.318
3975,LFBI,46.588,0.307
3977,LFBK,46.224,2.363
3978,LFBL,45.863,1.179
3979,LFBM,43.912,-0.507
3980,LFBN,46.311,-0.401
3981,LFBO,43.629,1.364
3982,LFBP,43.38,-0.419
3984,LFBR,43.449,1.263
3986,LFBT,43.179,-0.006
3987,LFBU,45.729,0.221
3988,LFBV,45.151,1.469
3989,LFBX,45.198,0.816
3991,LFBZ,43.468,-1.523
3994,LFCC,44.351,1.475
3998,LFCG,43.008,1.103
3999,LFCH,44.596,-1.111
4000,LFCI,43.914,2.113
4002,LFCK,43.556,2.289
4003,LFCL,43.586,1.499
4004,LFCM,43.99,3.183
4009,LFCR,44.408,2.482
4012,LFCU,45.535,2.424
4014,LFCW,44.397,0.759
4016,LFCY,45.628,-0.973
4017,LFCZ,44.146,-1.174
4018,LFDA,43.709,-0.245
4019,LFDB,44.026,1.378
4024,LFDH,43.688,0.602
4025,LFDI,44.982,-0.135
4026,LFDJ,43.091,1.696
4029,LFDM,44.499,0.2
4030,LFDN,45.888,-0.983
4045,LFEC,48.463,-5.064
4046,LFED,48.058,-2.922
4060,LFES,48.052,-3.664
4066,LFEY,46.719,-2.391
4074,LFFI,47.408,-1.177
4079,LFFN,48.43,4.481
4091,LFGA,48.11,7.359
4095,LFGF,47.006,4.893
4098,LFGJ,47.039,5.427
4099,LFGK,47.992,3.392
4111,LFGW,49.122,5.469
4129,LFHO,44.544,4.372
4130,LFHP,45.079,3.765
4131,LFHQ,45.076,2.994
4133,LFHS,46.201,5.292
4136,LFHV,45.916,4.641
4139,LFHY,46.534,3.424
4145,LFIG,44.177,2.515
4151,LFIO,43.569,1.481
4159,LFJL,48.982,6.254
4163,LFKB,42.554,9.483
4164,LFKC,42.531,8.793
4167,LFKF,41.501,9.098
4170,LFKJ,41.924,8.803
4173,LFKO,41.663,8.89
4175,LFKS,41.924,9.406
4176,LFKT,42.294,9.193
4180,LFLA,47.85,3.497
4181,LFLB,45.638,5.88
4182,LFLC,45.786,3.169
4183,LFLD,47.058,2.37
4184,LFLE,45.561,5.976
4186,LFLH,46.826,4.817
4187,LFLI,46.192,6.268
4190,LFLL,45.726,5.091
4191,LFLM,46.295,4.796
4192,LFLN,46.413,4.013
4193,LFLO,46.058,4.001
4194,LFLP,45.929,6.099
4197,LFLS,45.363,5.329
4198,LFLT,46.352,2.57
4199,LFLU,44.921,4.97
4200,LFLV,46.169,3.404
4201,LFLW,44.891,2.422
4202,LFLX,46.862,1.731
4203,LFLY,45.728,4.945
4205,LFMA,43.505,5.368
4206,LFMC,43.384,6.387
4207,LFMD,43.542,6.953
4211,LFMH,45.54,4.296
4212,LFMI,43.523,4.924
4213,LFMK,43.216,2.306
4214,LFML,43.436,5.214
4215,LFMN,43.661,7.218
4216,LFMO,44.14,4.867
4217,LFMP,42.74,2.871
4218,LFMQ,43.252,5.785
4220,LFMS,44.069,4.142
4221,LFMT,43.576,3.963
4222,LFMU,43.324,3.356
4223,LFMV,43.907,4.902
4226,LFMY,43.606,5.109
4227,LFMZ,43.176,2.734
4229,LFNB,44.502,3.533
4235,LFNH,44.03,5.078
4252,LFOA,47.053,2.632
4253,LFOB,49.454,2.113
4254,LFOC,48.058,1.376
4255,LFOD,47.257,-0.115
4256,LFOE,49.029,1.22
4259,LFOH,49.534,0.088
4260,LFOI,50.143,1.832
4261,LFOJ,47.988,1.761
4262,LFOK,48.776,4.184
4267,LFOP,49.384,1.175
4270,LFOT,47.432,0.728
4271,LFOU,47.082,-0.877
4272,LFOV,48.031,-0.743
4276,LFOZ,47.897,2.163
4278,LFPB,48.969,2.441
4279,LFPC,49.253,2.519
4283,LFPG,49.013,2.55
4287,LFPK,48.838,3.016
4289,LFPM,48.605,2.671
4290,LFPN,48.752,2.106
4291,LFPO,48.725,2.359
4295,LFPT,49.096,2.041
4297,LFPV,48.774,2.201
4299,LFPY,48.597,2.331
4301,LFQA,49.208,4.157
4302,LFQB,48.323,4.018
4303,LFQC,48.597,6.545
4305,LFQE,49.227,5.672
4306,LFQF,46.966,4.26
4307,LFQG,47.001,3.114
4309,LFQI,50.222,3.154
4310,LFQJ,50.31,4.033
4313,LFQM,47.208,6.083
4316,LFQP,48.766,7.2
4317,LFQQ,50.562,3.089
4320,LFQT,50.618,2.642
4322,LFQV,49.784,4.647
4323,LFQW,47.638,6.204
4327,LFRA,47.497,-0.573
4328,LFRB,48.448,-4.418
4329,LFRC,49.65,-1.47
4330,LFRD,48.588,-2.08
4331,LFRE,47.289,-2.346
4332,LFRF,48.883,-1.564
4333,LFRG,49.365,0.154
4334,LFRH,47.761,-3.44
4335,LFRI,46.702,-1.379
4336,LFRJ,48.53,-4.151
4337,LFRK,49.173,-0.45
4338,LFRL,48.282,-4.445
4339,LFRM,47.949,0.202
4340,LFRN,48.069,-1.735
4341,LFRO,48.754,-3.471
4343,LFRQ,47.975,-4.168
4344,LFRS,47.153,-1.611
4345,LFRT,48.538,-2.854
4346,LFRU,48.603,-3.816
4347,LFRV,47.723,-2.718
4350,LFRZ,47.312,-2.149
4352,LFSB,47.589,7.53
4353,LFSC,47.922,7.399
4354,LFSD,47.269,5.09
4356,LFSF,49.072,6.132
4357,LFSG,48.325,6.07
4358,LFSH,48.793,7.816
4359,LFSI,48.636,4.899
4362,LFSL,48.78,5.98
4363,LFSM,47.487,6.792
4364,LFSN,48.692,6.23
4365,LFSO,48.583,5.955
4366,LFSP,46.904,6.327
4368,LFSR,49.31,4.05
4369,LFST,48.538,7.628
4373,LFSX,47.783,6.364
4378,LFTF,43.248,6.127
4380,LFTH,43.097,6.146
4387,LFTW,43.757,4.416
4389,LFVM,47.095,-56.38
4390,LFVP,46.763,-56.175
4391,LFXA,45.987,5.328
4397,LFXI,44.057,5.495
4409,LFYD,48.085,5.665
4411,LFYG,50.141,3.263
4412,LFYH,47.335,5.514
4416,LFYL,47.704,6.546
4422,LFYT,49.758,3.212
4424,LGAD,37.921,21.293
4425,LGAG,38.602,21.351
4426,LGAL,40.856,25.956
4428,LGAT,37.888,23.732
4429,LGAX,40.651,22.489
4430,LGBL,39.219,22.794
4431,LGEL,38.064,23.556
4433,LGHI,38.343,26.141
4435,LGIO,39.696,20.822
4436,LGIR,35.339,25.18
4437,LGKA,40.449,21.276
4438,LGKC,36.274,23.017
4439,LGKF,38.12,20.501
4441,LGKL,37.068,22.026
4442,LGKM,40.972,24.342
4444,LGKO,36.793,27.092
4445,LGKP,35.421,27.146
4446,LGKR,39.602,19.912
4447,LGKS,35.421,26.91
4448,LGKV,40.913,24.619
4449,LGKZ,40.286,21.841
4450,LGLE,37.185,26.8
4451,LGLM,39.917,25.236
4452,LGLR,39.65,22.465
4453,LGMG,37.981,23.365
4454,LGMK,37.435,25.348
4456,LGMR,38.145,24.014
4457,LGMT,39.057,26.598
4459,LGPZ,38.925,20.765
4460,LGRD,36.383,28.109
4461,LGRP,36.405,28.086
4462,LGRX,38.151,21.426
4463,LGSA,35.532,24.149
4465,LGSK,39.177,23.504
4466,LGSM,37.69,26.912
4467,LGSO,37.423,24.951
4468,LGSP,36.973,22.526
4469,LGSR,36.4,25.479
4470,LGST,35.214,26.098
4471,LGSV,39.48,22.767
4472,LGSY,38.968,24.487
4473,LGTG,38.34,23.565
4474,LGTL,35.187,25.327
4475,LGTP,37.531,22.405
4476,LGTS,40.52,22.971
4477,LGTT,38.109,23.784
4479,LGZA,37.75,20.882
4483,LHBP,47.437,19.256
4486,LHDC,47.489,21.615
4491,LHGD,47.571,19.339
4495,LHKE,46.917,19.749
4497,LHKV,46.389,17.731
4499,LHNY,47.984,21.692
4500,LHOY,46.304,18.769
4501,LHPA,47.364,17.501
4504,LHSA,47.078,17.968
4505,LHSK,46.858,18.096
4506,LHSM,46.686,17.159
4507,LHSN,47.123,20.235
4511,LHTA,46.393,17.917
4512,LHTL,47.345,18.981
4514,LIBA,41.539,15.713
4516,LIBC,38.997,17.08
4517,LIBD,41.138,16.761
4519,LIBF,41.433,15.535
4520,LIBG,40.516,17.402
4527,LIBN,40.239,18.133
4529,LIBP,42.431,14.181
4531,LIBR,40.657,17.947
4535,LIBV,40.768,16.933
4540,LICA,38.906,16.242
4542,LICC,37.467,15.066
4543,LICD,35.498,12.618
4546,LICG,36.816,11.969
4549,LICJ,38.176,13.091
4553,LICP,38.111,13.313
4554,LICR,38.071,15.651
4556,LICT,37.913,12.488
4559,LICZ,37.401,14.922
4560,LIEA,40.632,8.291
4563,LIED,39.354,8.972
4564,LIEE,39.251,9.054
4571,LIEO,40.899,9.518
4573,LIET,39.919,9.683
4575,LIIB,40.417,12.333
4579,LIMA,45.086,7.603
4580,LIMB,45.54,9.202
4581,LIMC,45.631,8.728
4583,LIME,45.674,9.704
4584,LIMF,45.201,7.649
4585,LIMG,44.051,8.127
4588,LIMJ,44.412,8.842
4590,LIML,45.445,9.277
4592,LIMN,45.529,8.669
4594,LIMP,44.824,10.296
4597,LIMS,44.913,9.723
4601,LIMW,45.738,7.368
4603,LIMZ,44.546,7.622
4605,LIPA,46.032,12.596
4606,LIPB,46.461,11.326
4607,LIPC,44.224,12.306
4609,LIPE,44.534,11.29
4612,LIPH,45.649,12.195
4613,LIPI,45.981,13.054
4615,LIPK,44.195,12.07
4616,LIPL,45.432,10.268
4618,LIPN,45.472,10.928
4619,LIPO,45.429,10.331
4621,LIPQ,45.828,13.466
4622,LIPR,44.02,12.612
4623,LIPS,45.684,12.086
4624,LIPT,45.574,11.531
4625,LIPU,45.396,11.848
4628,LIPX,45.396,10.888
4629,LIPZ,45.505,12.352
4642,LIQS,43.257,11.254
4646,LIRA,41.799,12.595
4649,LIRE,41.654,12.444
4650,LIRF,41.813,12.253
4651,LIRG,41.99,12.741
4653,LIRI,40.62,14.911
4654,LIRJ,42.76,10.239
4656,LIRL,41.542,12.909
4657,LIRM,41.061,14.082
4658,LIRN,40.886,14.291
4659,LIRP,43.684,10.393
4660,LIRQ,43.81,11.205
4661,LIRS,42.761,11.072
4663,LIRU,41.952,12.499
4664,LIRV,42.43,12.064
4665,LIRZ,43.096,12.513
4682,LJCE,45.9,15.53
4685,LJLJ,46.224,14.457
4686,LJMB,46.48,15.686
4691,LJPZ,45.473,13.615
4692,LJSG,46.472,15.117
4708,LKCS,48.946,14.427
4709,LKCT,49.684,15.676
4710,LKCV,49.939,15.382
4716,LKHK,50.253,15.845
4727,LKKB,50.121,14.544
4733,LKKU,49.029,17.44
4734,LKKV,50.203,12.915
4737,LKLN,49.675,13.274
4740,LKMH,50.54,15.006
4746,LKMT,49.696,18.111
4747,LKNA,49.166,16.125
4753,LKPD,50.013,15.739
4758,LKPM,49.719,14.097
4760,LKPO,49.426,17.405
4761,LKPR,50.101,14.26
4771,LKSO,49.245,14.714
4777,LKTB,49.151,16.694
4784,LKVO,50.216,14.396
4795,LLBG,32.009,34.877
4796,LLBS,31.287,34.723
4797,LLEK,31.839,34.822
4798,LLES,32.441,35.006
4799,LLET,29.561,34.96
4800,LLEY,30.623,35.202
4802,LLHA,32.811,35.044
4803,LLHS,31.762,34.727
4805,LLIB,32.981,35.572
4807,LLJR,31.867,35.217
4809,LLLL,31.229,35.191
4810,LLMG,32.599,35.228
4812,LLMZ,31.328,35.388
4813,LLNV,31.208,35.012
4814,LLOV,29.94,34.936
4815,LLRD,32.66,35.182
4816,LLRM,30.776,34.667
4818,LLSD,32.114,34.782
4820,LMML,35.857,14.478
4821,LMMM,35.917,14.417
4833,LOAN,47.843,16.26
4881,LOLW,48.183,14.041
4890,LOWG,47.0,15.433
4891,LOWI,47.26,11.344
4892,LOWK,46.65,14.333
4893,LOWL,48.233,14.183
4894,LOWM,48.0,16.5
4895,LOWS,47.793,13.004
4896,LOWW,48.11,16.57
4900,LOXG,46.991,15.439
4901,LOXK,46.642,14.338
4902,LOXL,48.233,14.188
4905,LOXT,48.321,16.112
4907,LOXZ,47.203,14.744
4909,LPAR,38.883,-9.03
4910,LPAZ,36.971,-25.171
4911,LPBG,41.868,-6.712
4912,LPBJ,38.079,-7.932
4913,LPBR,41.587,-8.445
4915,LPCO,40.157,-8.47
4916,LPCS,38.725,-9.355
4917,LPCV,40.265,-7.48
4918,LPEV,38.533,-7.889
4919,LPFL,39.455,-31.131
4920,LPFR,37.014,-7.966
4922,LPGR,39.092,-28.03
4923,LPHR,38.52,-28.716
4924,LPIN,40.974,-8.645
4927,LPLA,38.764,-27.093
4931,LPMG,38.717,-9.156
4933,LPMR,39.831,-8.887
4934,LPMT,38.704,-9.036
4936,LPOV,40.916,-8.646
4938,LPPD,37.741,-25.698
4939,LPPI,38.554,-28.44
4940,LPPM,37.149,-8.584
4942,LPPR,41.248,-8.681
4943,LPPS,33.073,-16.35
4944,LPPT,38.781,-9.136
4949,LPSJ,38.665,-28.176
4950,LPST,38.831,-9.339
4951,LPTN,39.475,-8.364
4952,LPVR,41.274,-7.72
4953,LPVZ,40.725,-7.889
4954,LQBK,44.941,17.298
4955,LQMO,43.283,17.846
4956,LQSA,43.824,18.331
4957,LRAR,46.176,21.262
4958,LRBC,46.522,26.91
4959,LRBM,47.658,23.47
4960,LRBS,44.503,26.102
4961,LRCK,44.362,28.488
4962,LRCL,46.785,23.686
4963,LRCS,45.42,22.253
4964,LRCV,44.318,23.889
4965,LRIA,47.179,27.62
4966,LROD,47.025,21.902
4967,LROP,44.574,26.103
4968,LRSB,45.786,24.091
4969,LRSM,47.703,22.886
4970,LRSV,47.688,26.354
4971,LRTC,45.062,28.714
4972,LRTM,46.468,24.412
4973,LRTR,45.81,21.338
4976,LSAZ,46.614,7.678
4981,LSGC,47.084,6.793
4983,LSGG,46.238,6.109
4984,LSGK,46.488,7.251
4988,LSGS,46.219,7.327
4995,LSMA,46.944,8.284
4997,LSMC,46.501,8.296
4998,LSMD,47.399,8.648
4999,LSME,47.092,8.305
5000,LSMF,47.079,9.065
5003,LSMI,46.676,7.879
5004,LSMJ,46.304,7.714
5006,LSMM,46.743,8.11
5007,LSMN,46.304,7.823
5009,LSMP,46.843,6.915
5012,LSMU,46.975,8.399
5022,LSSW,47.383,8.567
5042,LSZA,46.004,8.911
5043,LSZB,46.914,7.497
5047,LSZG,47.181,7.417
5048,LSZH,47.465,8.549
5057,LSZR,47.485,9.561
5058,LSZS,46.532,9.883
5065,LTAA,40.0,32.0
5066,LTAB,39.935,32.741
5067,LTAC,40.128,32.995
5068,LTAD,39.95,32.689
5069,LTAE,40.079,32.566
5070,LTAF,36.982,35.28
5071,LTAG,37.002,35.426
5072,LTAH,38.726,30.601
5073,LTAI,36.901,30.792
5074,LTAJ,36.948,37.479
5075,LTAK,36.573,36.154
5076,LTAL,41.314,33.796
5078,LTAN,37.979,32.562
5080,LTAP,40.829,35.522
5081,LTAQ,41.276,36.304
5082,LTAR,39.814,36.903
5083,LTAS,41.516,32.1
5084,LTAT,38.436,38.092
5085,LTAU,38.77,35.495
5086,LTAV,39.451,31.365
5087,LTAW,40.305,36.368
5088,LTAX,41.254,31.415
5089,LTAY,37.785,29.701
5090,LTAZ,38.772,34.534
5091,LTBA,40.977,28.821
5094,LTBD,37.816,27.886
5095,LTBE,40.232,29.009
5096,LTBF,39.619,27.925
5097,LTBG,40.318,27.977
5098,LTBH,40.138,26.427
5099,LTBI,39.784,30.582
5100,LTBJ,38.292,27.157
5101,LTBK,38.319,27.16
5102,LTBL,38.513,27.01
5103,LTBM,37.785,30.582
5104,LTBN,39.427,30.016
5105,LTBO,38.681,29.471
5106,LTBP,40.683,29.379
5107,LTBQ,40.735,30.083
5108,LTBR,40.255,29.563
5109,LTBS,36.713,28.793
5110,LTBT,38.809,27.834
5111,LTBU,41.138,27.919
5114,LTBX,40.993,29.216
5115,LTBY,39.81,30.519
5117,LTCA,38.607,39.291
5119,LTCC,37.894,40.201
5120,LTCD,39.71,39.526
5121,LTCE,39.956,41.17
5122,LTCF,40.562,43.115
5123,LTCG,40.995,39.79
5124,LTCH,37.092,38.846
5125,LTCI,38.468,43.332
5126,LTCJ,37.929,41.116
5127,LTCK,38.754,41.661
5128,LTCL,37.979,41.84
5129,LTCM,42.019,35.079
5130,LTFA,38.517,26.977
5131,LTFB,37.951,27.329
5132,LUBL,47.838,27.781
5137,LUKK,46.928,28.931
5141,LWOH,41.18,20.742
5142,LWSK,41.961,21.621
5143,LXGB,36.151,-5.349
5145,LYBE,44.818,20.309
5147,LYPG,42.359,19.252
5148,LYPR,42.573,21.036
5149,LYTV,42.404,18.723
5150,LYVR,45.147,21.31
5155,LZIB,48.17,17.212
5157,LZKZ,48.663,21.241
5160,LZMC,48.402,17.118
5165,LZPP,48.625,17.828
5171,LZSL,48.638,19.134
5173,LZTN,48.865,17.992
5175,LZTT,49.073,20.241
5177,LZZI,49.232,18.614
5180,MBNC,21.917,-71.939
5182,MBPV,21.774,-72.266
5183,MBSC,21.516,-71.528
5185,MDAB,19.199,-69.43
5192,MDBH,18.251,-71.12
5196,MDCR,17.929,-71.645
5198,MDCZ,18.908,-70.72
5205,MDHE,18.471,-69.969
5215,MDLR,18.452,-68.912
5220,MDPC,18.567,-68.363
5223,MDPP,19.757,-70.57
5227,MDSD,18.429,-69.669
5228,MDSI,18.504,-69.762
5232,MDST,19.409,-70.616
5237,MGBN,15.473,-88.837
5238,MGCB,15.469,-90.407
5243,MGGT,14.583,-90.528
5248,MGPB,15.731,-88.584
5249,MGPP,16.326,-89.417
5251,MGQZ,14.865,-91.502
5252,MGRT,14.521,-91.697
5253,MGSJ,13.936,-90.836
5260,MHIC,17.407,-83.933
5262,MHLC,15.742,-86.853
5264,MHLM,15.452,-87.923
5266,MHNJ,16.445,-85.906
5271,MHPL,15.261,-83.781
5273,MHRO,16.317,-86.522
5277,MHTE,15.776,-87.476
5278,MHTG,14.061,-87.217
5279,MHTJ,15.927,-85.938
5281,MKBS,18.404,-76.969
5283,MKJP,17.936,-76.787
5284,MKJS,18.504,-77.913
5285,MKKJ,18.199,-76.534
5287,MKTP,17.988,-76.824
5288,MMAA,16.757,-99.753
5289,MMAN,25.866,-100.237
5290,MMAS,21.705,-102.318
5291,MMBT,15.775,-96.261
5293,MMCB,18.835,-99.262
5294,MMCC,29.332,-100.981
5295,MMCE,18.654,-91.799
5296,MMCG,30.397,-107.875
5297,MMCH,17.574,-99.514
5298,MMCL,24.764,-107.474
5299,MMCM,18.504,-88.327
5300,MMCN,27.392,-109.833
5301,MMCP,19.817,-90.5
5302,MMCS,31.636,-106.429
5303,MMCU,28.703,-105.964
5304,MMCV,23.704,-98.956
5305,MMCY,20.546,-100.886
5306,MMCZ,20.522,-86.926
5307,MMDM,22.74,-99.018
5308,MMDO,24.124,-104.528
5309,MMEP,21.419,-104.843
5310,MMES,31.795,-116.602
5311,MMGL,20.522,-103.311
5312,MMGM,27.969,-110.925
5313,MMHC,18.497,-97.42
5314,MMHO,29.096,-111.048
5315,MMIA,19.277,-103.577
5316,MMIM,21.245,-86.74
5317,MMIO,25.549,-100.929
5318,MMIT,16.449,-95.094
5319,MMJA,19.475,-96.797
5320,MMLC,18.002,-102.22
5321,MMLM,25.685,-109.081
5322,MMLO,20.993,-101.481
5323,MMLP,24.072,-110.362
5324,MMLT,25.989,-111.348
5325,MMMA,25.77,-97.525
5326,MMMD,20.937,-89.657
5327,MMML,32.631,-115.241
5328,MMMM,19.85,-101.025
5329,MMMT,18.103,-94.581
5330,MMMV,26.956,-101.47
5331,MMMX,19.436,-99.072
5332,MMMY,25.778,-100.107
5333,MMMZ,23.161,-106.266
5334,MMNG,31.226,-110.976
5335,MMNL,27.444,-99.57
5337,MMOX,17.0,-96.726
5338,MMPA,20.603,-97.461
5339,MMPB,19.158,-98.371
5340,MMPC,20.077,-98.782
5341,MMPE,31.352,-113.526
5342,MMPG,28.627,-100.535
5343,MMPN,19.397,-102.039
5344,MMPR,20.68,-105.254
5345,MMPS,15.877,-97.089
5346,MMQT,20.624,-100.369
5347,MMRX,26.009,-98.228
5348,MMSD,23.152,-109.721
5349,MMSF,30.93,-114.809
5351,MMSP,22.254,-100.931
5352,MMTA,19.536,-98.173
5354,MMTC,25.568,-103.411
5355,MMTG,16.769,-93.341
5356,MMTJ,32.541,-116.97
5357,MMTM,22.296,-97.866
5358,MMTN,22.038,-98.806
5359,MMTO,19.337,-99.566
5360,MMTP,14.794,-92.37
5362,MMTX,19.598,-103.372
5363,MMUN,21.036,-86.877
5364,MMVA,17.997,-92.817
5365,MMVR,19.145,-96.187
5366,MMZC,22.897,-102.687
5367,MMZH,17.601,-101.46
5368,MMZM,20.045,-102.276
5369,MMZO,19.145,-104.559
5370,MMZP,20.756,-103.465
5371,MNBL,11.989,-83.774
5372,MNBR,12.189,-86.354
5376,MNLN,12.428,-86.902
5377,MNMG,12.141,-86.168
5378,MNPC,14.047,-83.387
5381,MPBO,9.341,-82.251
5383,MPCH,9.459,-82.517
5384,MPDA,8.391,-82.435
5385,MPHO,8.914,-79.599
5386,MPJE,7.517,-78.157
5387,MPLP,8.407,-78.142
5388,MPMG,8.973,-79.556
5391,MPSA,8.086,-80.945
5392,MPTO,9.071,-79.383
5400,MRBA,9.167,-83.332
5402,MRBC,10.769,-83.586
5409,MRCC,8.601,-82.97
5415,MRCV,10.356,-85.853
5421,MREC,10.202,-83.472
5425,MRFI,8.916,-83.507
5428,MRFS,8.652,-83.065
5430,MRGF,8.654,-83.182
5431,MRGP,10.217,-83.795
5441,MRLB,10.593,-85.544
5442,MRLC,11.035,-84.706
5448,MRLM,9.958,-83.022
5463,MRNS,9.976,-85.653
5464,MROC,9.994,-84.209
5468,MRPD,9.732,-82.983
5473,MRPM,8.951,-83.468
5478,MRPV,9.957,-84.142
5479,MRQP,9.443,-84.13
5487,MRSG,10.288,-83.714
5497,MRSV,8.826,-82.959
5506,MSLP,13.441,-89.056
5507,MSSS,13.7,-89.12
5509,MTCH,19.732,-72.195
5512,MTPP,18.58,-72.293
5516,MUBA,20.366,-74.506
5520,MUBY,20.396,-76.621
5521,MUCA,22.027,-78.789
5522,MUCB,22.506,-79.47
5523,MUCC,22.461,-78.329
5525,MUCF,22.15,-80.414
5526,MUCL,21.616,-81.546
5527,MUCM,21.42,-77.847
5530,MUCU,19.97,-75.836
5534,MUFL,21.5,-78.203
5535,MUGM,19.906,-75.207
5537,MUGT,20.085,-75.158
5538,MUHA,22.989,-82.409
5539,MUHG,20.786,-76.315
5543,MULM,22.336,-83.642
5545,MUMG,22.97,-82.275
5548,MUML,23.007,-82.767
5549,MUMO,20.654,-74.922
5551,MUMZ,20.288,-77.089
5553,MUNC,20.689,-75.531
5554,MUNG,21.835,-82.784
5557,MUPB,23.033,-82.579
5560,MUPR,22.421,-83.678
5563,MUSA,22.871,-82.509
5564,MUSC,22.492,-79.944
5567,MUSJ,22.095,-84.152
5568,MUSL,21.509,-77.017
5569,MUSN,21.642,-82.955
5571,MUSS,21.971,-79.442
5572,MUTD,21.788,-79.997
5575,MUVR,23.034,-81.435
5576,MUVT,20.988,-76.936
5577,MWCB,19.687,-79.883
5580,MWCR,19.293,-81.357
5581,MYAB,24.288,-77.684
5582,MYAF,24.698,-77.796
5584,MYAK,24.159,-77.59
5585,MYAM,26.511,-77.083
5586,MYAN,25.054,-78.049
5588,MYAP,22.442,-73.971
5589,MYAS,26.004,-77.395
5590,MYAT,26.745,-77.391
5592,MYBC,25.417,-77.881
5593,MYBG,25.738,-77.84
5595,MYBS,25.7,-79.264
5599,MYCA,24.629,-75.674
5600,MYCB,24.315,-75.454
5602,MYCI,22.746,-74.182
5607,MYEF,23.563,-75.878
5609,MYEH,25.476,-76.681
5611,MYEM,25.284,-76.331
5612,MYEN,24.594,-76.832
5613,MYER,24.892,-76.178
5614,MYES,24.169,-76.439
5617,MYGF,26.559,-78.695
5619,MYGW,26.686,-78.978
5620,MYIG,20.975,-73.667
5621,MYLD,23.179,-75.093
5623,MYLS,23.583,-75.269
5624,MYMM,22.379,-73.013
5625,MYNN,25.039,-77.466
5626,MYRD,22.182,-75.729
5628,MYSM,24.063,-74.524
5629,MZBZ,17.539,-88.308
5631,NCAI,-18.825,-159.774
5638,NCRG,-21.203,-159.806
5647,NFFN,-17.754,177.443
5654,NFNA,-18.043,178.559
5660,NFNL,-16.467,179.34
